GEO,AGE,SEX,HRPROF,UNIT,Value
Alberta,45 to 64,Males,Alcohol,Percent,0.278
Alberta,45 to 64,Males,Cannabis,Number,NA
Alberta,45 to 64,Males,Cannabis,Percent,NA
Alberta,45 to 64,Males,Other,Number,NA
Alberta,45 to 64,Males,Other,Percent,NA
Alberta,45 to 64,Males,Suicidal,Number,11183
Alberta,45 to 64,Males,Suicidal,Percent,0.06
Alberta,45 to 64,Males,Good Mental Health,Number,114488
Alberta,45 to 64,Males,Good Mental Health,Percent,0.613
Alberta,45 to 64,Males,Poor Mental Health,Number,11331
Alberta,45 to 64,Males,Poor Mental Health,Percent,0.061
Alberta,45 to 64,Males,High Stress,Number,NA
Alberta,45 to 64,Males,High Stress,Percent,NA
Alberta,45 to 64,Males,Low Stress,Number,38434
Alberta,45 to 64,Males,Low Stress,Percent,0.6509999999999999
Alberta,45 to 64,Males,Needs Met,Number,12198
Alberta,45 to 64,Males,Needs Met,Percent,0.065
Alberta,45 to 64,Males,Needs not Met,Number,NA
Alberta,45 to 64,Males,Needs not Met,Percent,NA
Alberta,45 to 64,Males,Accessed care (past year),Number,16158
Alberta,45 to 64,Males,Accessed care (past year),Percent,0.086
Alberta,45 to 64,Males,Psychosis,Number,NA
Alberta,45 to 64,Males,Psychosis,Percent,NA
Alberta,45 to 64,Males,PTSD,Number,NA
Alberta,45 to 64,Males,PTSD,Percent,NA
Alberta,45 to 64,Females,Any Disorder,Number,17541
Alberta,45 to 64,Females,Any Disorder,Percent,0.083
Alberta,45 to 64,Females,Depression,Number,17541
Alberta,45 to 64,Females,Depression,Percent,0.08199999999999999
Alberta,45 to 64,Females,Bipolar,Number,NA
Alberta,45 to 64,Females,Bipolar,Percent,NA
Alberta,45 to 64,Females,Anxiety,Number,10447
Alberta,45 to 64,Females,Anxiety,Percent,0.049
Alberta,45 to 64,Females,Any Substance,Number,14447
Alberta,45 to 64,Females,Any Substance,Percent,0.069
Alberta,45 to 64,Females,Alcohol,Number,11264
Alberta,45 to 64,Females,Alcohol,Percent,0.053
Alberta,45 to 64,Females,Cannabis,Number,NA
Alberta,45 to 64,Females,Cannabis,Percent,NA
Alberta,45 to 64,Females,Other,Number,NA
Alberta,45 to 64,Females,Other,Percent,NA
Alberta,45 to 64,Females,Suicidal,Number,18444
Alberta,45 to 64,Females,Suicidal,Percent,0.085
Alberta,45 to 64,Females,Good Mental Health,Number,128946
Alberta,45 to 64,Females,Good Mental Health,Percent,0.594
Alberta,45 to 64,Females,Poor Mental Health,Number,18357
Alberta,45 to 64,Females,Poor Mental Health,Percent,0.085
Alberta,45 to 64,Females,High Stress,Number,NA
Alberta,45 to 64,Females,High Stress,Percent,NA
Alberta,45 to 64,Females,Low Stress,Number,15581
Alberta,45 to 64,Females,Low Stress,Percent,0.527
Alberta,45 to 64,Females,Needs Met,Number,20482
Alberta,45 to 64,Females,Needs Met,Percent,0.094
Alberta,45 to 64,Females,Needs not Met,Number,NA
Alberta,45 to 64,Females,Needs not Met,Percent,NA
Alberta,45 to 64,Females,Accessed care (past year),Number,12866
Alberta,45 to 64,Females,Accessed care (past year),Percent,0.059000000000000004
Alberta,45 to 64,Females,Psychosis,Number,NA
Alberta,45 to 64,Females,Psychosis,Percent,NA
Alberta,45 to 64,Females,PTSD,Number,NA
Alberta,45 to 64,Females,PTSD,Percent,NA
British Columbia,65 +,Both,Any Disorder,Number,482544
British Columbia,65 +,Both,Any Disorder,Percent,0.129
British Columbia,65 +,Both,Depression,Number,439361
British Columbia,65 +,Both,Depression,Percent,0.11599999999999999
British Columbia,65 +,Both,Bipolar,Number,118196
British Columbia,65 +,Both,Bipolar,Percent,0.031
British Columbia,65 +,Both,Anxiety,Number,325360
British Columbia,65 +,Both,Anxiety,Percent,0.086
British Columbia,65 +,Both,Any Substance,Number,944950
British Columbia,65 +,Both,Any Substance,Percent,0.255
British Columbia,65 +,Both,Alcohol,Number,818745
British Columbia,65 +,Both,Alcohol,Percent,0.218
British Columbia,65 +,Both,Cannabis,Number,288158
British Columbia,65 +,Both,Cannabis,Percent,0.077
British Columbia,65 +,Both,Other,Number,200102
British Columbia,65 +,Both,Other,Percent,0.053
British Columbia,65 +,Both,Suicidal,Number,522334
British Columbia,65 +,Both,Suicidal,Percent,0.138
British Columbia,65 +,Both,Good Mental Health,Number,2408874
British Columbia,65 +,Both,Good Mental Health,Percent,0.632
British Columbia,65 +,Both,Poor Mental Health,Number,379489
British Columbia,65 +,Both,Poor Mental Health,Percent,0.1
British Columbia,65 +,Both,High Stress,Number,656890
British Columbia,65 +,Both,High Stress,Percent,0.25
British Columbia,65 +,Both,Low Stress,Number,932574
British Columbia,65 +,Both,Low Stress,Percent,0.354
British Columbia,65 +,Both,Needs Met,Number,478058
British Columbia,65 +,Both,Needs Met,Percent,0.126
British Columbia,65 +,Both,Needs not Met,Number,91681
British Columbia,65 +,Both,Needs not Met,Percent,0.024
British Columbia,65 +,Both,Accessed care (past year),Number,437531
British Columbia,65 +,Both,Accessed care (past year),Percent,0.115
British Columbia,65 +,Both,Psychosis,Number,54311
British Columbia,65 +,Both,Psychosis,Percent,0.013999999999999999
British Columbia,65 +,Both,PTSD,Number,78580
British Columbia,65 +,Both,PTSD,Percent,0.021
British Columbia,65 +,Males,Any Disorder,Number,201051
British Columbia,65 +,Males,Any Disorder,Percent,0.109
British Columbia,65 +,Males,Depression,Number,173173
British Columbia,65 +,Males,Depression,Percent,0.09300000000000001
British Columbia,65 +,Males,Bipolar,Number,53820
British Columbia,65 +,Males,Bipolar,Percent,0.028999999999999998
British Columbia,65 +,Males,Anxiety,Number,123719
British Columbia,65 +,Males,Anxiety,Percent,0.066
British Columbia,65 +,Males,Any Substance,Number,666519
British Columbia,65 +,Males,Any Substance,Percent,0.36700000000000005
British Columbia,65 +,Males,Alcohol,Number,593772
British Columbia,65 +,Males,Alcohol,Percent,0.321
British Columbia,65 +,Males,Cannabis,Number,219474
British Columbia,65 +,Males,Cannabis,Percent,0.11900000000000001
British Columbia,65 +,Males,Other,Number,130625
British Columbia,65 +,Males,Other,Percent,0.071
British Columbia,65 +,Males,Suicidal,Number,223693
British Columbia,65 +,Males,Suicidal,Percent,0.12
British Columbia,65 +,Males,Good Mental Health,Number,1218899
British Columbia,65 +,Males,Good Mental Health,Percent,0.649
British Columbia,65 +,Males,Poor Mental Health,Number,147960
British Columbia,65 +,Males,Poor Mental Health,Percent,0.079
British Columbia,65 +,Males,High Stress,Number,348618
British Columbia,65 +,Males,High Stress,Percent,0.248
British Columbia,65 +,Males,Low Stress,Number,479460
British Columbia,65 +,Males,Low Stress,Percent,0.341
British Columbia,65 +,Males,Needs Met,Number,200492
British Columbia,65 +,Males,Needs Met,Percent,0.10800000000000001
British Columbia,65 +,Males,Needs not Met,Number,30609
British Columbia,65 +,Males,Needs not Met,Percent,0.016
British Columbia,65 +,Males,Accessed care (past year),Number,183305
British Columbia,65 +,Males,Accessed care (past year),Percent,0.098
British Columbia,65 +,Males,Psychosis,Number,21569
British Columbia,65 +,Males,Psychosis,Percent,0.012
British Columbia,65 +,Males,PTSD,Number,28785
British Columbia,65 +,Males,PTSD,Percent,0.015
British Columbia,65 +,Females,Any Disorder,Number,281493
British Columbia,65 +,Females,Any Disorder,Percent,0.14800000000000002
British Columbia,65 +,Females,Depression,Number,266188
British Columbia,65 +,Females,Depression,Percent,0.139
British Columbia,65 +,Females,Bipolar,Number,64376
British Columbia,65 +,Females,Bipolar,Percent,0.034
British Columbia,65 +,Females,Anxiety,Number,201641
British Columbia,65 +,Females,Anxiety,Percent,0.105
British Columbia,65 +,Females,Any Substance,Number,278431
British Columbia,65 +,Females,Any Substance,Percent,0.147
British Columbia,65 +,Females,Alcohol,Number,224973
British Columbia,65 +,Females,Alcohol,Percent,0.11800000000000001
British Columbia,65 +,Females,Cannabis,Number,68685
British Columbia,65 +,Females,Cannabis,Percent,0.036000000000000004
British Columbia,65 +,Females,Other,Number,69476
British Columbia,65 +,Females,Other,Percent,0.036000000000000004
British Columbia,65 +,Females,Suicidal,Number,298641
British Columbia,65 +,Females,Suicidal,Percent,0.156
British Columbia,65 +,Females,Good Mental Health,Number,1189975
British Columbia,65 +,Females,Good Mental Health,Percent,0.615
British Columbia,65 +,Females,Poor Mental Health,Number,231529
British Columbia,65 +,Females,Poor Mental Health,Percent,0.12
British Columbia,65 +,Females,High Stress,Number,308272
British Columbia,65 +,Females,High Stress,Percent,0.252
British Columbia,65 +,Females,Low Stress,Number,453114
British Columbia,65 +,Females,Low Stress,Percent,0.37
British Columbia,65 +,Females,Needs Met,Number,277565
British Columbia,65 +,Females,Needs Met,Percent,0.14400000000000002
British Columbia,65 +,Females,Needs not Met,Number,61072
British Columbia,65 +,Females,Needs not Met,Percent,0.032
British Columbia,65 +,Females,Accessed care (past year),Number,254226
British Columbia,65 +,Females,Accessed care (past year),Percent,0.131
British Columbia,65 +,Females,Psychosis,Number,32742
British Columbia,65 +,Females,Psychosis,Percent,0.017
British Columbia,65 +,Females,PTSD,Number,49795
British Columbia,65 +,Females,PTSD,Percent,0.026000000000000002
British Columbia,Total,Both,Any Disorder,Number,80680
British Columbia,Total,Both,Any Disorder,Percent,0.14
British Columbia,Total,Both,Depression,Number,69336
British Columbia,Total,Both,Depression,Percent,0.11800000000000001
British Columbia,Total,Both,Bipolar,Number,21613
British Columbia,Total,Both,Bipolar,Percent,0.037000000000000005
British Columbia,Total,Both,Anxiety,Number,30267
British Columbia,Total,Both,Anxiety,Percent,0.052000000000000005
British Columbia,Total,Both,Any Substance,Number,128373
British Columbia,Total,Both,Any Substance,Percent,0.22399999999999998
British Columbia,Total,Both,Alcohol,Number,104961
British Columbia,Total,Both,Alcohol,Percent,0.179
British Columbia,Total,Both,Cannabis,Number,58380
British Columbia,Total,Both,Cannabis,Percent,0.10099999999999999
British Columbia,Total,Both,Other,Number,20686
British Columbia,Total,Both,Other,Percent,0.035
British Columbia,Total,Both,Suicidal,Number,97435
British Columbia,Total,Both,Suicidal,Percent,0.166
British Columbia,Total,Both,Good Mental Health,Number,367930
British Columbia,Total,Both,Good Mental Health,Percent,0.625
British Columbia,Total,Both,Poor Mental Health,Number,47751
British Columbia,Total,Both,Poor Mental Health,Percent,0.081
British Columbia,Total,Both,High Stress,Number,67121
British Columbia,Total,Both,High Stress,Percent,0.155
British Columbia,Total,Both,Low Stress,Number,224743
British Columbia,Total,Both,Low Stress,Percent,0.52
British Columbia,Total,Both,Needs Met,Number,61447
British Columbia,Total,Both,Needs Met,Percent,0.106
British Columbia,Total,Both,Needs not Met,Number,13133
British Columbia,Total,Both,Needs not Met,Percent,0.023
British Columbia,Total,Both,Accessed care (past year),Number,57548
British Columbia,Total,Both,Accessed care (past year),Percent,0.098
British Columbia,Total,Both,Psychosis,Number,NA
British Columbia,Total,Both,Psychosis,Percent,NA
British Columbia,Total,Both,PTSD,Number,NA
British Columbia,Total,Both,PTSD,Percent,NA
British Columbia,Total,Males,Any Disorder,Number,43136
British Columbia,Total,Males,Any Disorder,Percent,0.146
British Columbia,Total,Males,Depression,Number,35063
British Columbia,Total,Males,Depression,Percent,0.115
British Columbia,Total,Males,Bipolar,Number,NA
British Columbia,Total,Males,Bipolar,Percent,NA
British Columbia,Total,Males,Anxiety,Number,NA
British Columbia,Total,Males,Anxiety,Percent,NA
British Columbia,Total,Males,Any Substance,Number,82779
British Columbia,Total,Males,Any Substance,Percent,0.284
British Columbia,Total,Males,Alcohol,Number,66156
British Columbia,Total,Males,Alcohol,Percent,0.21899999999999997
British Columbia,Total,Males,Cannabis,Number,43036
British Columbia,Total,Males,Cannabis,Percent,0.147
British Columbia,Total,Males,Other,Number,NA
British Columbia,Total,Males,Other,Percent,NA
British Columbia,Total,Males,Suicidal,Number,43251
British Columbia,Total,Males,Suicidal,Percent,0.142
British Columbia,Total,Males,Good Mental Health,Number,199691
British Columbia,Total,Males,Good Mental Health,Percent,0.657
British Columbia,Total,Males,Poor Mental Health,Number,15086
British Columbia,Total,Males,Poor Mental Health,Percent,0.05
British Columbia,Total,Males,High Stress,Number,30085
British Columbia,Total,Males,High Stress,Percent,0.138
British Columbia,Total,Males,Low Stress,Number,122176
British Columbia,Total,Males,Low Stress,Percent,0.562
British Columbia,Total,Males,Needs Met,Number,26218
British Columbia,Total,Males,Needs Met,Percent,0.087
British Columbia,Total,Males,Needs not Met,Number,NA
British Columbia,Total,Males,Needs not Met,Percent,NA
British Columbia,Total,Males,Accessed care (past year),Number,19433
British Columbia,Total,Males,Accessed care (past year),Percent,0.065
British Columbia,Total,Males,Psychosis,Number,NA
British Columbia,Total,Males,Psychosis,Percent,NA
British Columbia,Total,Males,PTSD,Number,NA
British Columbia,Total,Males,PTSD,Percent,NA
British Columbia,Total,Females,Any Disorder,Number,37545
British Columbia,Total,Females,Any Disorder,Percent,0.134
British Columbia,Total,Females,Depression,Number,34274
British Columbia,Total,Females,Depression,Percent,0.12
British Columbia,Total,Females,Bipolar,Number,NA
British Columbia,Total,Females,Bipolar,Percent,NA
British Columbia,Total,Females,Anxiety,Number,22599
British Columbia,Total,Females,Anxiety,Percent,0.081
British Columbia,Total,Females,Any Substance,Number,45594
British Columbia,Total,Females,Any Substance,Percent,0.163
British Columbia,Total,Females,Alcohol,Number,38806
British Columbia,Total,Females,Alcohol,Percent,0.13699999999999998
British Columbia,Total,Females,Cannabis,Number,15344
British Columbia,Total,Females,Cannabis,Percent,0.054000000000000006
British Columbia,Total,Females,Other,Number,NA
British Columbia,Total,Females,Other,Percent,NA
British Columbia,Total,Females,Suicidal,Number,54183
British Columbia,Total,Females,Suicidal,Percent,0.191
British Columbia,Total,Females,Good Mental Health,Number,168239
British Columbia,Total,Females,Good Mental Health,Percent,0.591
British Columbia,Total,Females,Poor Mental Health,Number,32666
British Columbia,Total,Females,Poor Mental Health,Percent,0.115
British Columbia,Total,Females,High Stress,Number,37036
British Columbia,Total,Females,High Stress,Percent,0.172
British Columbia,Total,Females,Low Stress,Number,102567
British Columbia,Total,Females,Low Stress,Percent,0.478
British Columbia,Total,Females,Needs Met,Number,35230
British Columbia,Total,Females,Needs Met,Percent,0.125
British Columbia,Total,Females,Needs not Met,Number,NA
British Columbia,Total,Females,Needs not Met,Percent,NA
British Columbia,Total,Females,Accessed care (past year),Number,38115
British Columbia,Total,Females,Accessed care (past year),Percent,0.133
British Columbia,Total,Females,Psychosis,Number,NA
British Columbia,Total,Females,Psychosis,Percent,NA
British Columbia,Total,Females,PTSD,Number,NA
British Columbia,Total,Females,PTSD,Percent,NA
British Columbia,15 to 24,Both,Any Disorder,Number,172942
British Columbia,15 to 24,Both,Any Disorder,Percent,0.14300000000000002
British Columbia,15 to 24,Both,Depression,Number,157007
British Columbia,15 to 24,Both,Depression,Percent,0.129
British Columbia,15 to 24,Both,Bipolar,Number,56771
British Columbia,15 to 24,Both,Bipolar,Percent,0.047
British Columbia,15 to 24,Both,Anxiety,Number,103857
British Columbia,15 to 24,Both,Anxiety,Percent,0.085
British Columbia,15 to 24,Both,Any Substance,Number,318889
British Columbia,15 to 24,Both,Any Substance,Percent,0.266
British Columbia,15 to 24,Both,Alcohol,Number,258115
British Columbia,15 to 24,Both,Alcohol,Percent,0.214
British Columbia,15 to 24,Both,Cannabis,Number,135784
British Columbia,15 to 24,Both,Cannabis,Percent,0.11199999999999999
British Columbia,15 to 24,Both,Other,Number,99313
British Columbia,15 to 24,Both,Other,Percent,0.08199999999999999
British Columbia,15 to 24,Both,Suicidal,Number,175673
British Columbia,15 to 24,Both,Suicidal,Percent,0.145
British Columbia,15 to 24,Both,Good Mental Health,Number,811449
British Columbia,15 to 24,Both,Good Mental Health,Percent,0.665
British Columbia,15 to 24,Both,Poor Mental Health,Number,124825
British Columbia,15 to 24,Both,Poor Mental Health,Percent,0.102
British Columbia,15 to 24,Both,High Stress,Number,284482
British Columbia,15 to 24,Both,High Stress,Percent,0.27
British Columbia,15 to 24,Both,Low Stress,Number,309801
British Columbia,15 to 24,Both,Low Stress,Percent,0.294
British Columbia,15 to 24,Both,Needs Met,Number,137955
British Columbia,15 to 24,Both,Needs Met,Percent,0.114
British Columbia,15 to 24,Both,Needs not Met,Number,NA
British Columbia,15 to 24,Both,Needs not Met,Percent,NA
British Columbia,15 to 24,Both,Accessed care (past year),Number,152428
British Columbia,15 to 24,Both,Accessed care (past year),Percent,0.125
British Columbia,15 to 24,Both,Psychosis,Number,15480
British Columbia,15 to 24,Both,Psychosis,Percent,0.013000000000000001
British Columbia,15 to 24,Both,PTSD,Number,33905
British Columbia,15 to 24,Both,PTSD,Percent,0.027999999999999997
British Columbia,15 to 24,Males,Any Disorder,Number,59123
British Columbia,15 to 24,Males,Any Disorder,Percent,0.099
British Columbia,15 to 24,Males,Depression,Number,48285
British Columbia,15 to 24,Males,Depression,Percent,0.081
British Columbia,15 to 24,Males,Bipolar,Number,17973
British Columbia,15 to 24,Males,Bipolar,Percent,0.03
British Columbia,15 to 24,Males,Anxiety,Number,44480
British Columbia,15 to 24,Males,Anxiety,Percent,0.07400000000000001
British Columbia,15 to 24,Males,Any Substance,Number,217413
British Columbia,15 to 24,Males,Any Substance,Percent,0.37
British Columbia,15 to 24,Males,Alcohol,Number,182135
British Columbia,15 to 24,Males,Alcohol,Percent,0.308
British Columbia,15 to 24,Males,Cannabis,Number,105801
British Columbia,15 to 24,Males,Cannabis,Percent,0.17600000000000002
British Columbia,15 to 24,Males,Other,Number,65752
British Columbia,15 to 24,Males,Other,Percent,0.109
British Columbia,15 to 24,Males,Suicidal,Number,78993
British Columbia,15 to 24,Males,Suicidal,Percent,0.132
British Columbia,15 to 24,Males,Good Mental Health,Number,424198
British Columbia,15 to 24,Males,Good Mental Health,Percent,0.703
British Columbia,15 to 24,Males,Poor Mental Health,Number,35232
British Columbia,15 to 24,Males,Poor Mental Health,Percent,0.057999999999999996
British Columbia,15 to 24,Males,High Stress,Number,166687
British Columbia,15 to 24,Males,High Stress,Percent,0.29100000000000004
British Columbia,15 to 24,Males,Low Stress,Number,144270
British Columbia,15 to 24,Males,Low Stress,Percent,0.252
British Columbia,15 to 24,Males,Needs Met,Number,52539
British Columbia,15 to 24,Males,Needs Met,Percent,0.08800000000000001
British Columbia,15 to 24,Males,Needs not Met,Number,12501
British Columbia,15 to 24,Males,Needs not Met,Percent,0.021
British Columbia,15 to 24,Males,Accessed care (past year),Number,64717
British Columbia,15 to 24,Males,Accessed care (past year),Percent,0.107
British Columbia,15 to 24,Males,Psychosis,Number,NA
British Columbia,15 to 24,Males,Psychosis,Percent,NA
British Columbia,15 to 24,Males,PTSD,Number,NA
British Columbia,15 to 24,Males,PTSD,Percent,NA
British Columbia,15 to 24,Females,Any Disorder,Number,113820
British Columbia,15 to 24,Females,Any Disorder,Percent,0.18600000000000003
British Columbia,15 to 24,Females,Depression,Number,108722
British Columbia,15 to 24,Females,Depression,Percent,0.177
British Columbia,15 to 24,Females,Bipolar,Number,NA
British Columbia,15 to 24,Females,Bipolar,Percent,NA
British Columbia,15 to 24,Females,Anxiety,Number,59377
British Columbia,15 to 24,Females,Anxiety,Percent,0.09699999999999999
British Columbia,15 to 24,Females,Any Substance,Number,101476
